,Models,Bulk_E_free,Bulk_heat_capacity,Bulk_entropy,Vacancy_E_free,Vacancy_heat_capacity,Vacancy_entropy,Vacancy_E_f,Split_E_f,Tetrahedral_E_f,Hexagonal_E_f,Vacancy_D_0,Vacancy_E_a,Interstitial_D_0,Interstitial_E_a,Lattice_const_A,C11,C12,C44,Bulk_modulus,Vacancy_RE_Magnitude_ROC,Vacancy_RE_Angle_ROC,Interstitial_RE_Magnitude_ROC,Interstitial_RE_Angle_ROC,Validation_E_RMSE,Validation_F_RMSE,EnhInterstitial_E_RMSE,EnhInterstitial_F_RMSE,EnhVacancy_E_RMSE,EnhVacancy_F_RMSE,Train_E_RMSE,Train_F_RMSE
41,GAO286-6,-0.226768710066417,-0.7108934738852503,0.0024340428130966,0.9368999392629532,0.8882090555504133,1.296083747515568,-0.6788240389072476,0.0290176933866111,0.3071156794119828,0.208873238530181,-0.6447208287970727,-1.154901959985743,-2.5280516271083093,-1.2218487496163564,-1.8795150447817683,1.3132791333764646,-0.1758299372843099,0.2774958559147226,0.8828329681883723,-1.07906227755437,-1.0324135605740143,-0.6820664442941479,-0.5959688047754315,0.96262390693884,-0.9141606319706774,1.0258910538005697,-0.9360991406250512,0.6115411667937015,-1.0371105371774665,0.5029732619267159,-1.0454303852582865
42,SNV25-31,-0.5588191134446714,-1.000573053821014,-0.4073773117694763,0.5149642740011293,0.0041281965704051,0.6749832709423195,-0.0113185470783731,0.060207573502218,0.2006364147274542,0.2802998760155025,-0.6876064038591782,-1.5228787452803376,-1.0548462264997838,-1.3010299956639813,-0.7982006391082735,0.909802086867714,1.3613428459351495,0.8810929520883133,1.1120980120873516,-0.9553743385081817,-0.9505695564491344,-0.6271607806199295,-0.5395948628739216,1.086940899327642,-0.7145985058763853,1.117108569566967,-0.7983892402675554,1.0709808277238004,-0.8369155602630723,1.2177200419446943,-0.6750275526564397
43,MDI62,0.9921515919021568,1.054001741297515,1.3559601728013908,2.400587478904849,2.398744390069945,2.7391090970649628,0.002150238778592,-0.082599121226605,0.2352542739219613,-0.2490786452161658,-0.0895670396787914,-1.2218487496163564,-0.8566488523997566,-0.6777807052660807,-1.4812598045305962,3.993116641344241,3.664253106564387,4.270423903268632,4.050267528805681,-0.8402762760449503,-0.8054666513785677,-0.7757289136883331,-0.6891447415447953,1.0136953237779145,-0.5980487958314438,0.8114935741684817,-0.9491396631767492,0.9555830620265912,-0.8443849487303703,1.048063036186146,-0.5512303209737106
44,PTV206,-0.1870320528670979,-0.6315151711592643,0.0313022984546073,1.48363278523277,1.4814557562121755,1.853332088273557,-0.0122378892468306,-0.3394147097829297,-1.006157651741132,-0.3372146715105482,-0.6041034433105943,-1.154901959985743,-0.5256589815969935,-1.0,-0.1692663365598982,2.719912411207809,2.635925606311299,2.1155027464462552,2.6660750754414666,-0.995266498297412,-0.9726224624215836,-0.6278892881891069,-0.4490465277846051,1.16385140105404,-0.6541511764591381,1.1212370546904076,-0.795037250977425,0.8522065197376831,-0.8919940089869822,1.1032743137671055,-0.6047976698275297
45,MTI173-13,-0.1209816004436334,-0.6410674749391249,0.0759853576551313,0.7612895521512316,0.5144289728640603,0.9078034576255436,-0.4136601863348453,-0.495100866216684,-0.2138054920568601,-0.6109488971546215,-0.6083000002884806,-0.9586073148417747,-0.5385459207159587,-1.0969100130080562,-1.519416905200025,1.042648404061188,0.9940552101932212,0.8244434341001048,0.9965109288565492,-1.1305271618311228,-1.0765714379749,-1.0082984787150235,-0.924618020605522,0.5198502516485751,-0.9362695605206098,0.4541028880237686,-1.1547335703606405,0.558146875630205,-1.1101503905408716,0.6551430352933323,-0.9082212395858148
46,NNI127-3,-0.4137046345247486,-0.9343493639644392,-0.2286392855160405,1.2408799736403235,0.6812177285575598,1.424330280253638,0.1028278057020454,-0.3169105759405883,0.0129097004856966,-0.3386188349476502,-1.02666666757975,-1.0,-0.9495372089295328,-2.0,-1.6861578216830957,1.3267743047048333,1.2678082419019991,1.223811200854653,1.2808490036077915,-0.8976508889003477,-0.8523871954160722,-0.7409949621153873,-0.6505523428274135,0.9025369186509442,-0.6518374141134181,0.8464737068756926,-0.8154295474786346,0.8955901927687278,-0.7985368987851298,1.016617905452533,-0.6450503911138279
47,GAV383-6,-0.2466795769567104,-0.728758399858461,-0.0180595984745996,1.283862996835401,0.7113574685591411,1.4913740656170302,-0.4177905939605381,-0.1009207544299063,0.2591731922809214,0.0739062387238292,-1.490948521049335,-2.000000000000001,0.0301875515299069,-0.3979400086720376,-1.358520968188045,1.8384877713799463,1.74254762087284,1.0860367806558469,1.774510533248631,-1.1940059795543398,-1.1378195912611428,-0.6936658575562464,-0.6154147518291346,0.8522482275077616,-0.9053627505066758,0.8906170546959423,-0.959198241852182,0.3847222538036555,-1.131764132840701,0.614620115819776,-0.956043325849827
48,GAV382-3,-0.3392210833363538,-0.7844369261632245,-0.0975189863942386,1.070500046611904,0.5510326627558104,1.2913117284818485,-0.4072271259653974,-0.1244056150721101,0.2421083708186001,0.0035362276914229,-1.481248416827479,-2.000000000000001,-0.2743720010583421,-0.638272163982407,-1.1419956397740778,1.6706356080266709,1.4440868943899177,1.0102685295916332,1.529120321624904,-1.1802758218816027,-1.1321371524864596,-0.7141376821257492,-0.6324440427246734,0.8324206083717417,-0.9038488024457488,0.8722193111942801,-0.9810184884945544,0.4099256818001107,-1.134707172191687,0.6179109151272816,-0.949233983681653
49,MDO73,0.9089608561599714,1.0409435334816448,1.3103399881659767,2.540850076881285,2.6153932356784835,2.9102511489221383,-0.684282745380947,-0.2680218787558425,0.2707915017708538,-0.2433276226276305,0.0165328122465058,-1.698970004336019,-0.1307720666344737,-0.494850021680094,-1.3151647219585942,4.803321804639222,3.949669856369973,4.073579901783521,2.396115948049576,-0.7994268219944605,-0.7297041255425143,-0.6198910053711275,-0.5225925814470139,0.7851424379312896,-0.7088452321513807,0.8944760101708026,-0.7230187946588355,0.9024479651167592,-0.7726988273471812,0.7429760436159542,-0.7821588307558579
50,SNV24-31,-0.5081611230163924,-1.0073186676906738,-0.318101758819388,1.334010806315163,0.7856835506218135,1.5085693730879437,-0.0062917514004444,0.0023835905586452,0.1767041665695111,0.2451426655671133,-1.0969438293599134,-1.2218487496163564,-0.6813608917160159,-1.0457574905606752,-0.6980831385399129,0.5988086640518304,1.48997008438534,0.9699318061902132,1.292488559194119,-0.9479230249081836,-0.941376405891046,-0.6381121733812594,-0.5517042696162737,1.1040112949048015,-0.7116727140161871,1.0932313859494167,-0.790981539928296,1.0699275257708534,-0.8258749661786029,1.2384675793339537,-0.6772327868459416
51,PTI87,0.3767359883165918,0.2698345657521825,0.4070837185275023,1.7240760636041903,1.4494213822646609,1.4779583608824114,-0.1516091778455557,-0.5647786252072575,-0.2502343574056341,-0.0807422656397323,-0.811570709580723,-1.2218487496163564,-0.4017947923118052,-0.7958800173440752,-0.5654604548039542,1.9601211232445472,1.5160232991005336,0.9057821702753224,1.721120861410909,-0.8139109992493755,-0.7735943270457193,-0.6825386960540465,-0.5919709456788494,1.0252997592145414,-0.4844208974226055,0.7585163987131652,-0.8084685039490798,0.7904720132353291,-0.7608948778328122,1.0395852581994964,-0.4519236764500529
52,MTV333-13,-0.2846011994957598,-0.79992480260964,-0.0752456846272392,1.3051974302500673,0.7238117152499606,1.503952697146985,-1.0581331547190476,-0.2929661491956811,0.2165324329592832,-0.0516550333068969,-1.5704790456227324,-2.0,0.0577850556616205,-0.3467874862246563,-2.0826912152741706,0.3569753465993143,0.832103150289583,-0.0236349409622393,0.7497947254866318,-1.2569414950098452,-1.2390407642847956,-0.8299206881243002,-0.6981120778898626,0.8396831222278133,-0.8794853611331719,0.9092167114521372,-1.0284590002845198,-0.1421936675733572,-1.192848728403776,0.4939699652986509,-0.9308119779727816
53,SNI25-31,-0.836600934986413,-1.1975106485254965,-0.6810398091483909,0.8217566934734144,0.2645067339992303,0.975613050451828,0.0622020130058152,0.1423666094132022,0.2708796441307296,0.2385267280036666,-0.2616447192921258,-0.8538719643217619,-0.0815183777688048,-0.6989700043360187,-0.6499633301690051,1.057082997329187,1.0251801623339185,0.7746393214159124,0.5558674868789051,-0.8943731791391116,-0.8622384788282356,-0.6906465567280137,-0.6656257722774488,1.2318334703495677,-0.7310474494464337,1.173447555599586,-0.8243668371461387,1.194870002639404,-0.8215555135630204,1.3878768524268963,-0.686792943977569
54,MDV77,0.987605940867228,1.103698542355494,1.3749042515685923,2.5346059951481665,2.587388261471299,2.8918366493078573,-0.3927150246004267,-0.436228837238382,-0.0743095551609051,-0.0978812795775753,-0.0862757547117925,-1.301029995663981,-1.1971331761072572,-0.6989700043360187,-0.8794813827585675,4.443276574595036,4.529178776813477,4.723113484718538,4.273454047585913,-1.2722582530939552,-1.287557879583739,-0.5484824210896021,-0.4643197641225377,1.2024905468241605,-0.4282493631363753,0.9978813580899796,-0.6581235581859433,0.8630875989338596,-0.8548993746753037,1.2361028793188409,-0.3812956973548352
55,MDV75,0.9482625269922218,1.2399720547489477,1.434825612757141,2.5201765746123783,2.594793809435328,2.889507964586527,-0.7939085138016962,-0.2828830123138252,-0.481694918559386,0.0802859442499892,-0.0946422604983798,-1.5228787452803376,-0.2296993394403187,-0.5528419686577808,-2.0,4.316082099030807,3.5329387479556305,4.170374074052412,4.0284168117499215,-1.3217436161738716,-1.2689303097450342,-0.5713710967797883,-0.4854447439148071,1.164817999374434,-0.4473666952087113,0.9369839226746436,-0.6832726349041031,0.7703226466842699,-0.8953643603606314,1.1104865825568049,-0.4107010843313279
56,MDV253,1.012286499407442,1.0600596218944736,1.350556369067753,2.634671239914751,2.606783182711704,2.942571141256608,-1.7055959715195874,-0.1293097555687242,-0.3262539442388324,-1.29870977222701,-0.1047150360683839,-1.397940008672038,-0.5342364579959699,-0.744727494896694,-1.4834537064068472,4.346946310805268,4.57589427901395,4.832761824368589,4.542895973977885,-1.2164292359527096,-1.216919133897388,-0.451398933151377,-0.4098801279162083,1.3124745355123275,-0.3159393550647717,1.0623782041241412,-0.550551513655344,0.8769146256655632,-0.7553380345158113,1.2869070276845689,-0.2891572969936405
57,NNI116-3,-0.0407078647689563,-0.5522823553721099,0.140386631061119,1.5494915570345382,1.013246148204613,1.7339437462108955,0.146135307889972,-0.2329909640294389,0.0325345131092057,-0.4771359077510466,-0.7928200840476647,-1.0,-0.2478928110413333,-1.0,-0.5414016237528925,1.4372141883486704,1.311163608301819,1.5446149660323676,1.3636777439853804,-0.9458173505679064,-0.8939069477664772,-0.7777833600762531,-0.6910679973063599,0.95240839091173,-0.7070367067531425,1.0117041228729853,-0.8380489289964179,1.0186006075082654,-0.8165167681535794,1.135932103426009,-0.7068845109776762
58,PTI146,0.3097212103391544,-0.0177744220804784,0.4175103942589454,1.3009841135008997,1.2110920212249432,1.326689132310686,0.1116317494792833,-0.2800364669746527,0.0178389150857646,-0.0285723850201241,-0.6098717075819062,-0.8538719643217619,-0.3696182569705646,-0.7695510786217261,-0.8920336446220962,1.642599847137727,1.376966934324558,1.6355512042295617,1.4892854029403335,-0.872540168317318,-0.7704268491986,-0.7023569334486697,-0.6143028603103624,1.1556055183620169,-0.5408983082495052,0.8958416756116423,-0.8292095000511401,0.915913651195606,-0.781843017226799,1.2131505258889717,-0.5162491526060135
59,NNI67-3,-0.0761641023764916,-0.5855227745474834,0.102371248459853,1.5571126932003183,1.0147763463105923,1.739108455846196,0.1512957749391599,-0.1859148184026174,0.0583976783273656,-0.2657571046298008,-0.252151971176336,-0.9208187539523752,-1.3887527450441768,-2.0,-0.6214844732760613,1.4768242497568076,1.4112335051509497,1.524580937550036,1.4395096672420795,-0.9395608992917536,-0.904758976898491,-0.7704902502868618,-0.687110571634342,0.938169978102922,-0.7261891253392635,1.0060879293243985,-0.8407911161349578,1.0281388118101489,-0.8189308144179468,1.147041792372293,-0.7189075602795946
60,SNO20-31,-0.3109753250614505,-0.7775399954777691,-0.077685369740984,1.4709044295285172,0.9039292071528604,1.6711536052496294,0.0535204399432566,-0.0648929610280807,0.2813532396921129,0.2094487638354474,-0.6788194735400721,-1.5228787452803376,-1.1313811288099649,-1.5228787452803372,-0.3060802421817646,1.4212142657617983,0.8589447204715835,-0.3330005730997624,0.5612114380367446,-0.8869728811171806,-0.8997711265463617,-0.6430455629333607,-0.6186656262880582,1.1110127992693803,-0.7578411388402162,1.1216950604493838,-0.8128261173277657,1.1535304792925172,-0.8229400245741584,1.3047630289305836,-0.7817675096455594
61,MTV111-13,-0.3415568629144169,-0.8560004550518228,-0.1292334824285567,1.245216641408084,0.6650916180571305,1.4426670335376002,-1.1106694205823795,-0.3035222243959234,0.2135085387335132,-0.1382276915752523,-1.042405618576064,-1.5228787452803376,-0.0988303091779936,-0.4436974992327127,-1.9267959558696552,-1.5301839816258087,0.761310416835243,-0.0069101544236742,0.6223203088727698,-1.2596373105057506,-1.2395568599865336,-0.8345896697386652,-0.6877078684990914,0.8471377153937223,-0.910318529830242,0.9081229709277566,-1.027353915914751,-0.1407747592188861,-1.1938482576268534,0.5114745497624664,-0.948410134007748
62,MDV76,0.891510560878459,0.5086735813666444,1.0956172514761526,2.4698466079407986,2.4885889663912795,2.815744158731183,-0.8180847291126508,-0.414361171967723,-0.0174350333546359,-0.0512841050212508,-0.1181368662641376,-1.301029995663981,-0.3165279098433143,-0.585026652029182,-1.3511865939537129,4.298332033014463,4.370153629984885,3.702313850977354,3.845072823033559,-1.2115604127403428,-1.2193769473723928,-0.5645659672297119,-0.4979279543500394,1.069741677331229,-0.4930757055637708,0.8319041671432837,-0.6932775018512254,0.6279985206165284,-0.8881272903822229,1.018684458233837,-0.4534757928284269
63,MDV185,1.0403046642041385,1.065783513965448,1.3815227396888796,2.582924790350508,2.6003353243681397,2.9191921852824554,-0.0237153808117204,-0.3162424396374345,-0.558939610514017,-0.1578143511470451,-0.1930259312277936,-2.000000000000001,-0.6714678589451226,-0.638272163982407,-2.0,4.853349877876382,4.597566896108015,4.661054086734609,4.7224723241853335,-1.2904512579199785,-1.3854783837817102,-0.5926427083524657,-0.4696049230059331,1.1607893154302538,-0.5119808749578224,1.0297537405126205,-0.6946610812436317,0.7857321781917799,-0.9264702765858256,1.1952610308800542,-0.487018563302201
64,GAI381-4,-0.3975424308211649,-0.8463810294597898,-0.1607289280639627,1.1005123322905346,0.5905165892930939,1.2984700091813934,-0.0741930738666883,-0.211687995088842,-0.0148261687924844,-0.2976402511883397,-0.4439601981346519,-0.9208187539523752,-0.5603156983453129,-1.154901959985743,-1.170700803138532,0.7658176367738476,1.1116889441247348,1.0894561042863335,1.0099802174043668,-1.037572278772426,-0.9952664982974172,-0.9110134812411008,-0.8436527991400746,0.6728335094186468,-0.933749712054412,0.532402385958842,-1.1142351625672653,0.5926595066441214,-1.070136671046458,0.7982934741944314,-0.932577558962126
65,MDV87,0.9678180788268556,1.1240299509453553,1.3703262387253898,2.5655870625391874,2.591463520866025,2.91215610801879,-0.1475417774650555,-0.6582407569824215,-0.1347115235111737,-0.5738378028536404,-0.3205518601592045,-1.045757490560675,-1.6123778061517076,-0.744727494896694,-2.109806989772202,4.720735661986423,4.849598453425474,4.165810219941785,4.3744361981990005,-1.3602134234490824,-1.2881350151928028,-0.5633074023359458,-0.4711631592907939,1.2278200042255938,-0.4040518164369588,0.9692717743120493,-0.6474920337344289,0.8715474817273183,-0.8521640146672809,1.233764470553426,-0.3690565472847007
66,MTI318-13,-0.0982528789974178,-0.6175477511169478,0.0977756062468581,1.097767864438815,0.5936451062969486,1.2828006258696667,-0.6711316986069398,-0.8914530563125659,-0.3822095753187165,-1.0622887447928235,-0.6557104689655547,-0.9586073148417747,-0.5914891499515972,-1.0457574905606752,-1.5944927110889562,1.0033926017111368,1.076931077868052,0.5490845153407267,1.0407921020094817,-1.1078291317053333,-1.0497418715522695,-1.0108066836763316,-0.916040093858528,0.5176328994714193,-0.8764647648435959,0.1007684782646267,-1.128147214948113,0.4577419526227798,-1.0865659206828135,0.5436575149388382,-0.7704292103414719
67,GAV191-5,-0.2852803200429862,-0.7748266867997711,-0.0608231176744653,1.315717101976522,0.7259778737347734,1.5235664923235317,-0.3103039968755994,-0.1412578054905874,0.1952507343961479,0.1036336351064792,-0.8811246203957555,-1.397940008672038,-0.5203268667262837,-1.0,-0.3992014121191071,1.8881634466238744,1.829407538769076,1.156143317823281,1.847838691452614,-1.1678411836302551,-1.110890250858986,-0.7141376821257488,-0.6352953480453046,0.7507298207038147,-0.9070815710839985,0.7813910826904997,-0.9673672159101908,0.4389076294297018,-1.1202785432356708,0.6650711659577744,-0.9611016389554836
68,MTI39-13,-0.1459212666443876,-0.6659495609098403,0.0423914155463379,1.3324981528135185,0.7954067272520364,1.5112868849284264,-0.5195377743793205,-1.130529092078127,-0.3907014033147228,-1.091306942470748,-0.9272863832634356,-1.045757490560675,-0.5735697395206028,-1.0969100130080562,-1.7797996865939003,0.3464214607306763,0.0350529150335655,0.1447153025820291,0.2543440573975773,-1.1225655368126817,-1.056803726039755,-0.990654753264166,-0.9011314967195572,0.5511422768940706,-0.9140138397128678,-0.031400248739144,-1.146978778473672,0.5286956278059622,-1.0962438537792862,0.5760365265678858,-0.9347303197614044
69,PTV208,0.4412129105517947,-0.0435378655818755,0.6322638510872238,1.6264457666228402,1.2511643215253436,1.8513989502529828,-0.0720781714508822,-0.183978717154559,-0.6912607586562667,-1.5843424829723851,-0.7928200840476647,-1.154901959985743,-0.3535556253751951,-0.8860566476931632,-0.1916964621369609,2.652186363970629,2.544359871809889,2.114944630237524,2.5837308365378453,-1.0062920618478297,-0.98566361600885,-0.5994668886496457,-0.4203132684403335,1.1850204285928865,-0.5886138836935569,1.177015180879787,-0.7487839640329047,0.809346663693995,-0.8863433619789515,1.0738761741853955,-0.5534424632588535
70,MDI18,-0.0138217241411924,0.0886861826421641,0.4764238471313535,2.20658914802266,2.31173285351667,2.601393429288437,-0.7398011495510635,-0.4350507151060659,-0.0250572504200502,0.2516237510925929,-0.0499103299740664,-1.0969100130080562,0.1192753548804085,-0.3372421683184259,-1.3684452180061384,2.490378977317048,4.13967604040333,3.681518502377758,3.360703749687208,-0.7434074498624643,-0.7482118246161087,-0.719506512305605,-0.6350305504748165,0.8914818001207323,-0.5183950790482447,0.7467927624456624,-0.855338513017091,0.8428729683832643,-0.7417489267458779,0.9624969497965568,-0.4516136686245378
71,PTO100,-0.3574086548227297,-0.1274695419633812,0.1232655227582027,0.8093685466924491,0.9581646747952396,1.3262418916148468,-0.0535980090070877,0.2354712225621172,0.0460232498291086,-0.2593163209366401,-1.2773415791601244,-2.0,-0.5385459207159587,-1.3010299956639813,-1.613482241899414,1.7660610051653989,1.541471018769766,0.4074673515028705,1.6332507980853916,-0.7380042819969294,-0.7340358759024639,-0.5224699975024911,-0.3476334526826656,1.011157848275695,-0.6464614181818475,1.0352751936184883,-0.7005376827564291,0.7719480784872761,-0.6967441176801953,0.5889615951640756,-0.7025985429829114
72,PTV263,0.267841680345305,-0.1104362964325853,0.3851922916288378,0.74117359540034,0.7059090715864442,0.7274036626939635,0.1438634770171505,-0.1037133138085044,-0.2569244133732101,-0.7089548507402537,-0.6781120491252016,-1.2218487496163564,-0.6189560269757636,-1.397940008672038,-0.7326253818690553,1.719592001339185,1.152201301004597,1.3373376677774875,1.4250218865442692,-0.9567184883954748,-0.956045893430776,-0.5578658269054757,-0.3779499744664116,1.80193358247286,-0.5445515432874859,1.61848785286515,-0.6790169025533892,1.5825928767804776,-0.8188583892096617,1.8864791420792089,-0.5274815125138868
73,PTO162,0.4436117484994241,0.0489260093523963,0.5700079404225356,1.3143168306690565,0.925601166063934,1.1933129444401112,-0.310987002881926,0.1839300093315068,0.1628209152154497,-0.5037318154338782,-0.4549064158526342,-0.8239087409443189,-0.0654852513908776,-0.431798275933005,-0.7608860809940075,1.9558610942541,1.0044318259669005,1.2388584395678928,1.5624561899116676,-0.5875509599555245,-0.5782721483235345,-0.4408104568907456,-0.3066854983105925,1.013784670312437,-0.6141983988208009,1.0249999061676558,-0.6293066951181696,0.8662785373301154,-0.6260331649299695,0.5971524282732441,-0.6744495376926282
74,PTV149,0.4284489503877934,-0.0257602809144991,0.578065086595477,1.4578734599646177,1.145092176721183,1.5659097476788224,0.0187339114445245,-0.2240479052137174,-0.2540623446521189,-0.4540884449382636,-1.797533449936624,-1.6989700043360183,-0.4876725092302819,-1.0,-1.2777654701387855,1.921315987695961,1.5076278282583122,1.7206975756172642,1.689589982945963,-1.0238448127462556,-0.9813678887808566,-0.5910609265803833,-0.4466381706872604,1.1058794112114336,-0.5974093155746507,1.0650766238804263,-0.7515154768866457,0.7593294781722095,-0.8650118375099374,1.0350731074308317,-0.5521575020050905
75,MTorg,-0.5531526657298984,-1.024721030596806,-0.3135649970843213,0.9728980961415418,0.3610425178178164,1.1818139569572277,-0.449131979896914,-0.3288816143974084,0.139733475515932,-0.0445378059059795,-0.6167539065250146,-1.3010299956639813,-0.5378906918725579,-1.0,-1.0352155036328463,1.1318168835693587,0.8458502986962271,0.2683067975048051,-0.3074205036257798,-1.157886813535202,-1.1162996826688345,-0.7912277710138609,-0.7013072412916229,0.8196440622690021,-0.9965717188145484,0.8861263971377193,-1.0158401892290003,0.6425607648815761,-1.078399371125148,0.5108078543073404,-1.1085078314058892
76,MTV355-10,-0.2444219186283106,-0.760650968302111,-0.0391983455054575,1.0788293480860944,0.6691512549346187,1.2562355113699946,-0.1466177817864935,-0.4891814847620441,0.0717180623409554,-0.0410392033601314,-1.262836380875256,-2.0,-0.7935754450330433,-1.0457574905606752,-1.8313582198990923,0.7728342628476005,0.9804220043227142,1.0638156185895196,0.938609959120334,-1.1166886611828737,-1.146485136820938,-0.7279485069788987,-0.6582470101075704,0.7755799089097495,-0.8695793014422322,0.797548949987025,-0.9745230014048698,0.7714509281217523,-1.0737909806915604,0.9395690334428376,-0.9101672659376492
77,PTtra,0.8311846169988203,0.4008038723142518,0.9765909727428772,1.957159777771284,1.5380860748943177,2.10088532574842,-0.2773954063737746,-0.1023494637851606,-0.426433880419814,-0.3222243333968657,-2.018843785529773,-1.5228787452803376,-1.300630289181263,-2.0,-0.5118575956143772,0.4053623740855879,1.6328190226664492,1.6492171751672535,1.474287123423219,-0.8187830997280441,-0.7508854427986134,-0.5363347281294578,-0.3625272314717292,0.9260500280741488,-0.6949191366267826,0.9301338747145166,-0.7065550810629834,0.8212287695366605,-0.8158507992074279,0.6897011991663591,-0.8315357446917542
78,MDI85,0.9437963166856904,1.104622374019922,1.3629842767971927,2.5536925364445304,2.603880591631361,2.9140452265460235,-0.2050225916477482,-0.4851565921986114,0.2521694037880811,-1.3875659463845884,-0.4910681685814373,-0.9586073148417747,-0.2105128286007864,-0.5376020021010439,-1.4832249689825114,4.480116446301581,4.264629970359881,3.740432272612986,4.402589847571998,-0.7270780583743132,-0.747213446057112,-0.7206656619667838,-0.6279413712355093,1.2558152236463729,-0.4702429303617762,0.8461808956769685,-0.8760709905065789,0.9957229568012724,-0.7007689268055013,1.2328804238233784,-0.432165015597168
79,NNO17-3,-0.8426936166823229,-1.0243451472070415,-0.7807662372191612,1.3950349528407953,1.1284397543169524,1.618113849898299,-0.0269235960311579,-0.7260613258758442,-0.2847185496148115,-0.4934375101381961,-0.854186340334459,-2.0,-0.4505014118992847,-0.8538719643217619,-0.4186121515586016,1.3627685587531462,1.5105281476396026,1.3455896344979486,1.153736651110848,-0.916379589422629,-0.8833194885367122,-0.709588069341894,-0.5965498656027545,0.9692695826833924,-0.6711468599564919,1.0192448627685669,-0.7197166117535633,1.0232305593247772,-0.7480521920731527,1.0916174374440746,-0.7147039495915826
80,PTV196,0.1838611808948039,-0.2858284550682892,0.3945824590538044,1.7391893642128018,1.56209627526012,2.0503099876677897,-0.0542904253175122,-0.2460421445171172,-0.528087575049926,-0.478309021080556,-0.6690812754119643,-1.154901959985743,-0.3080372351830517,-0.8860566476931632,-0.1746131477831625,2.6163909040318583,2.540251186115359,1.9617074100740977,2.5675338667337675,-0.9473956484233378,-0.9374952854957158,-0.623021161698684,-0.4261650679365215,1.173060924043315,-0.6686422043081264,1.153526075599168,-0.77261891875761,0.8383675852591672,-0.8882450066845495,1.1008750867176904,-0.6120882627613664
81,MDO63,0.7001599056914901,0.7192762721588711,1.0512799325861582,2.413483930387459,2.4729665264601737,2.7833564712635304,-0.260646664954263,-0.6392034790801334,0.2762034267688208,0.0812675716794183,-0.1306276401557096,-0.8860566476931632,-0.1812744484059726,-1.0457574905606752,-1.4818858602248215,4.772935870220689,4.525764003065525,3.8583931940311382,4.442812450728393,-0.8858278910474178,-0.7825160557860948,-0.6541889329424875,-0.5503081037141322,0.8554417456338667,-0.8101114023258806,0.9184317914678538,-0.8223006158179985,0.920547683414824,-0.8764096423869142,0.7789521354201989,-0.9535646522151944
82,GAO260-6,-1.1584658577463118,-1.0522358744659193,-0.7193827599277027,0.117514154039942,0.0682113165774858,0.5106420283836115,-0.4039314260112907,0.0977889901938116,0.2593261121502414,0.1482296396061239,-1.2679926995141444,-1.3979400086720375,-0.5850158756312727,-1.0969100130080562,-1.1146023325438204,0.9914140031620928,1.1993285476158015,0.6444167923662824,0.8418723061325623,-1.0457574905606726,-0.975705559784722,-0.7593520532323775,-0.6265373167273749,0.9820161643072496,-0.9136285816491488,1.0492850518199823,-0.943724752668314,0.7057568117982407,-1.011859993525972,0.5426450898844781,-1.037934090374356
