,Models,Bulk_E_free,Bulk_heat_capacity,Bulk_entropy,Vacancy_E_free,Vacancy_heat_capacity,Vacancy_entropy,Vacancy_E_f,Split_E_f,Tetrahedral_E_f,Hexagonal_E_f,Vacancy_D_0,Vacancy_E_a,Interstitial_D_0,Interstitial_E_a,Lattice_const_A,C11,C12,C44,Bulk_modulus,Vacancy_RE_Magnitude_ROC,Vacancy_RE_Angle_ROC,Interstitial_RE_Magnitude_ROC,Interstitial_RE_Angle_ROC,Validation_E_RMSE,Validation_F_RMSE,EnhInterstitial_E_RMSE,EnhInterstitial_F_RMSE,EnhVacancy_E_RMSE,EnhVacancy_F_RMSE,Train_E_RMSE,Train_F_RMSE
83,NNV175-3,-1.2832128563527776,-1.0130849806717457,-0.7897527227841045,0.6983966014927477,0.3429077573605517,0.8461999801444473,0.1083753181671145,-0.3059737960869978,-0.6836669995443949,-0.538577141442497,-0.3537090537755991,-1.0457574905606752,0.3727319805311548,-2.0,-1.1978380480706123,1.3385723066881337,1.020617411751372,1.406433040908272,1.1438282402523194,-0.996740183056907,-0.928067578336411,-0.7267697817869438,-0.5877245829407447,1.1077357878420258,-0.6784879303846694,1.125431651048958,-0.7739406435022882,0.8710333905496863,-0.8407787460715973,1.0797550630008683,-0.6765469148498878
84,MTI167-14,-0.0952779831580768,-0.6110275921617598,0.1054711922140419,1.0819449541209902,0.6252908139264772,1.2665528094769014,-0.4645107251503623,-0.5906539721229549,-0.268885605722554,-0.6377908609384128,-0.705809726714739,-1.0,-0.4545988154457387,-1.0457574905606752,-1.8686042655815436,0.839770528536272,0.9048637534838404,0.7706339939708365,0.8649091307580532,-1.095054843668905,-1.059183427785111,-1.0335268206434094,-0.937598624314192,0.5146802755115681,-0.8434281069338294,0.423411563910139,-1.1913498964750553,0.535161031954051,-1.1275583985056847,0.6527090523595662,-0.8554659536591251
85,GAV287-5,-0.1014888377317951,-0.6039617872996876,0.1122065960803241,1.4308077893218658,0.8591564033910177,1.6352401523093307,-0.3834159574023414,-0.1370817935585744,0.20990846780043,0.0466558276207914,-1.5651483229674223,-2.000000000000001,-0.3864239619750074,-0.8538719643217619,-0.7221225557997206,1.8797362671772424,1.6832702073048995,1.1142449020416074,1.756537873940771,-1.1949369434304515,-1.1293235735820712,-0.7149006063129936,-0.6319180713852206,0.7954783982592449,-0.9053552636719324,0.8098053665107978,-0.9703667197106932,0.4140294532779999,-1.125775635501392,0.640104898368179,-0.955853116775763
86,PTO158,0.8311846169988203,0.4008038723142518,0.9765909727428772,1.957159777771284,1.5380860748943177,2.10088532574842,-0.2773954063737746,-0.1023494637851606,-0.426433880419814,-0.3222243333968657,-1.0076008449864562,-1.301029995663981,-0.8111274298614131,-1.5228787452803372,-0.5118575956143772,0.4053623740855879,1.6328190226664492,1.6492171751672535,1.474287123423219,-0.8187830997280441,-0.7508854427986134,-0.5363347281294578,-0.3625272314717292,0.9260500280741488,-0.6949191366267826,0.9301338747145166,-0.7065550810629834,0.8212287695366605,-0.8158507992074279,0.6897011991663591,-0.8315357446917542
87,GAI381-1,-0.5335231857880726,-0.9204731717423444,-0.2753710767487973,1.1590907722654271,0.6225450763494871,1.3601075093767412,-0.0674090897261187,-0.1960607459592891,0.006847785630423,-0.2441656436632106,-0.5901970811807591,-1.2218487496163564,-1.1417758038191428,-1.5228787452803372,-1.113928988361084,0.9403138268207004,1.0592282659468462,1.1406891685297793,1.0091424370667612,-1.0507437047114063,-0.997626800204389,-0.915433819471694,-0.8472626295885741,0.6555206547614938,-0.9315650678370356,0.544535053993257,-1.1145826339000289,0.5978672575186742,-1.0701891983666103,0.8070482365637923,-0.9348869886367408
88,SNV30-31,0.0627338051850741,-0.4761671286035113,0.2459558169467717,1.1350441070645634,0.6701465952353033,1.3358032470887775,-0.0183623698533862,0.1867729292495246,0.3694693895751402,0.3833080346772524,-1.0272266877235936,-2.0,-0.4545988154457387,-1.0969100130080562,-0.9574451854521796,1.6088225527554518,1.522245653242922,1.1847721900370476,0.9533057513005108,-0.9265578625105124,-0.8853707389189927,-0.6257074213702836,-0.5649262281229572,1.2132752893645822,-0.6931801460112083,1.1879757969598568,-0.7842897145633189,1.120111058838088,-0.8257160193471835,1.3238560313935623,-0.6536187961609319
89,MDI244,1.106299107547524,1.275059146513985,1.527374780168871,2.578595452967392,2.7072931208052324,2.977496635266048,-0.265179735270899,-0.6468606396948849,0.0403371874962729,-0.8835091392140574,-0.2129501239629514,-2.0,-0.1364630176253271,-0.5376020021010439,-1.5144186653195046,4.283072228483839,4.71077554711832,4.622105615032471,4.321428565379473,-0.7168847248346811,-0.6363365145952355,-0.6553524450398245,-0.5865392159678868,1.4462142148823411,-0.4430507060944351,1.0748544513196685,-0.7958519258894772,1.1212042666700697,-0.62147040322962,1.5220335752352177,-0.4114786345934444
90,SNI20-31,-0.5375412942980646,-1.0996141173832663,-0.3258401151380782,1.3268662111112433,0.7324655317326401,1.508063323703398,0.0859253726271396,0.0460402944821511,0.226613379815869,0.1246768078213914,-0.4005515437540248,-1.2218487496163564,-1.6653221421126212,-1.5228787452803372,-1.152621351088365,0.8118596613707862,1.2428993033982465,0.9212785057325192,0.9927680579854326,-0.9168705951073808,-0.8995350327749035,-0.710847077273639,-0.665285060061828,1.127195989143802,-0.7428170793416008,1.1119645537884493,-0.8321108403875143,1.1344803001361363,-0.8283221157530998,1.31223986549407,-0.7012549317534
91,PTI195,0.4821047506748707,0.0006370552561492,0.6746745502429821,2.055526442471687,1.6950797433330156,2.2914073359359,-0.0326453086156227,-0.4105667027947981,-0.0858389338495915,-0.1610542722441756,-0.4005515437540248,-0.9208187539523752,-0.210942871377594,-0.6575773191777937,-0.4415246795376603,2.4795142745844885,2.328268207754734,2.0230024833920366,2.3853371230474165,-0.8123634003488037,-0.7943952484383838,-0.7103430360368456,-0.6213249978877958,1.1315617565322895,-0.6545706278668816,0.8929778498322798,-0.8539494327824331,0.9725528979364024,-0.825292580412791,1.1821314231752251,-0.5772253931737026
92,PTO149,0.4573507337444317,0.0341418604405194,0.5981540028269303,1.282494791827538,1.3116448812476416,1.1231437272281577,-0.1386647691362156,-0.207893265554572,-0.928681476083686,-0.0811146527708354,-0.8924266933146419,-1.154901959985743,-0.6988862233800263,-1.0969100130080562,-1.2101209012916108,1.6433343695697302,1.2634020389170646,1.395491320597548,0.3227557538413171,-0.8137172475254818,-0.7448101310841577,-0.5850738399992288,-0.4288901906181039,0.8811429934590345,-0.701901075636393,0.8148018485121382,-0.748821205588813,0.8922670009391807,-0.796270129999102,0.8114373171404686,-0.8621684860656749
93,SNV20-31,-0.5379513974944679,-1.065092659294754,-0.3200079315201616,1.3815221727371616,0.8023480484749911,1.5655335453883814,0.0603780418597775,-0.1688269692119209,0.0736723398382532,0.1075055265217282,-0.4825592513225309,-1.0969100130080562,-0.3535556253751951,-0.744727494896694,-0.712563604424279,0.9111924005208222,1.3175733630228428,0.915118181366882,1.0594679954998472,-0.9836536544884006,-0.9654209858522323,-0.6491280660047768,-0.5420668106614948,1.0354308284932594,-0.7239252348964565,1.06293071505276,-0.8064653264298485,1.0639962005199086,-0.8410786020660469,1.209903433781617,-0.683759733677717
94,NNV163-3,-0.8713236549984761,-0.829293634060376,-0.4727777937572203,1.260463016849273,0.9482900587657128,1.5491293200405487,0.0583495423982668,-0.5909271382453938,-1.263221158226002,-0.445967234443356,-1.7290904018845858,-1.3979400086720375,-0.1931568374566985,-0.6575773191777937,-0.6431295214631975,1.3418311916419108,1.0796953880423714,1.5690823428616465,1.176076655877098,-1.0382214485224497,-0.9765502170660216,-0.6836031438464859,-0.5139739798234195,1.0026707788034663,-0.6895989503098798,1.096390969057644,-0.7698494781785,1.005395596486937,-0.8689875487195544,1.123776263641417,-0.7364389352617324
95,PTI208,-0.2782045534634346,-0.5327752350258116,0.0089025891723441,1.5857296768685785,1.2109399252672552,1.82456611891398,0.1026377773797117,-0.1542433525776095,-0.072837086986561,0.0256134919559806,-1.3532574733253742,-2.000000000000001,-0.2684689259262474,-0.744727494896694,-0.5343434248917572,2.23786126294637,2.2466428550563218,1.4440504647051744,2.244560458954823,-0.8376074762191165,-0.7947659650480942,-0.753749079444904,-0.6288799357350638,1.3310917658085155,-0.5078508802172006,0.9540482413187544,-0.8470137756080256,1.003244509160014,-0.8094240593343088,1.365085129181859,-0.4709122753187169
96,PTI153,1.0193822379905622,0.3881688656683362,1.167962257145421,2.1760932265244164,1.6188596155897073,2.279119022826648,0.0721817910669013,0.1226697629472007,0.2383568131850479,0.198654700743399,-0.5936867134616164,-1.2218487496163564,-0.5960160704084317,-0.8860566476931632,-1.119416671383784,2.015968674894169,0.918732330221028,1.841882630279467,1.6484457334552245,-0.7549269871129937,-0.6799106481420295,-0.6405718630597816,-0.5985410431201902,1.8298006477569355,-0.4356498782375876,1.6047996164527016,-0.7662381109434881,1.6171796068329325,-0.6776098253555899,1.926348935587103,-0.415186146297818
97,MTV110-14,-0.2931890886605314,-0.8154397986482729,-0.0903996856033324,1.273564276913991,0.6992955773490986,1.4669603429788522,-0.8000900855954676,-0.4096332347048577,0.1705335635504897,-0.1739063783754016,-1.131651683875388,-2.000000000000001,-0.1014261582528796,-0.5086383061657274,-1.5274687211455016,-0.3580918169901187,0.8976948704410231,0.0618803813347109,0.736768866571808,-1.342184776416412,-1.2756118951015532,-0.7680382324174695,-0.6298728481651731,0.7762967952728206,-0.8443938250670392,0.828732240042142,-1.0190412101888051,0.0981164103052934,-1.266710500491378,0.525166577837485,-0.894239471684513
98,PTO137,-1.024121682106672,-0.540587005601342,-0.5128766290322408,1.31833379529353,0.9694387131516772,1.6021115316394616,-0.0554627400418122,-0.06806222836553,-0.4588666342707808,-0.3577709754302127,-0.8594349320495012,-1.045757490560675,-1.082278936359404,-1.5228787452803372,-0.6873823928481514,1.123797353003899,1.5125218272838457,1.0279935315192483,1.2454903825384702,-0.8233142241069124,-0.779641112846156,-0.6053603792736582,-0.4227094713325217,0.967026295070708,-0.7203992392866918,0.9163282249815348,-0.76871063551872,0.8767406461230447,-0.8096775717078608,0.7666789459101121,-0.834450945327289
99,PTI207,-0.4188118980367826,-0.7022438438552554,-0.2232741601727945,1.400438842087126,1.3542140996376424,1.7087239438199444,-0.0377077602017719,-0.3493593578636489,0.0285337198853112,-0.0495114180541742,-0.6041034433105943,-1.0969100130080562,-0.2031742332546113,-0.6575773191777937,-0.1085066568734031,2.2421278146367896,1.9066794491178265,2.107640579459458,2.050459014931405,-0.8325208113481872,-0.7742129173168155,-0.693423539524069,-0.6314977524732406,0.9674875731606468,-0.6314790975556654,0.7500839885240626,-0.8569617313029657,0.8704178025238163,-0.8301145518954276,0.9709005994384676,-0.5965884568382447
100,MDI79,0.9197556313698156,1.179295344714729,1.3979916712766145,2.4770697068553424,2.552590748459288,2.848982990497216,-0.5955305235940844,0.0632330152846224,0.3563216723847581,-0.3472473493643432,-0.2992139828890103,-1.045757490560675,0.1568287708455278,-0.3279021420642826,-0.8122673179126596,4.40869206687358,4.377964336185962,4.653926506160095,3.5982097988475257,-0.7646791343033985,-0.7393895925236962,-0.7177095176487784,-0.7432306300901194,1.2718642671976796,-0.5126814912340706,1.0987397987823988,-0.9031432528679868,1.186776747734339,-0.7266404469612625,1.3214520963480054,-0.4715939987391079
101,PTO85,0.209513437499651,0.0795944934261687,0.241538157398739,1.4487457330356064,1.4625527215279184,1.4505597215719674,-0.069658420636772,0.0458261673431058,-0.3137557207179018,-0.6158697730729018,-1.7473632068984195,-1.5228787452803376,-1.067852605258052,-1.3010299956639813,-1.0650390217029433,1.6538547987715604,1.599425843736504,0.912577522965703,1.6218090492687185,-0.814104837450273,-0.7453062786802777,-0.5958720368423427,-0.4383462244677567,0.9401626156757444,-0.7252677579015988,0.8387523055283641,-0.7658997672114948,0.90932194283821,-0.8058085126369701,0.829757068473282,-0.8260605053854833
102,NNO174-3,-1.5316761903120837,-1.4124083841364503,-1.577726771034311,0.7818825647024081,0.5557896285498864,1.0304808941265178,-0.2644099516307777,-0.5003847534989353,0.0569825366651811,-0.1318899769969591,-1.5651483229674223,-1.154901959985743,0.2122217360790207,-0.619788758288394,-0.7379764314954788,1.4297367178065885,1.2295995968007962,1.411502662791359,1.2998166887289533,-0.8692257705322449,-0.8555750821197186,-0.6714591543098434,-0.616275894724258,0.8953565625433322,-0.6914319984876339,0.9646293625886808,-0.7509519263989487,0.9848582734711472,-0.7813732564095716,1.0620195110959345,-0.7371991715971119
103,PTI89,-0.1101367312250137,-0.0023117538678087,0.3118191819381264,1.2132092730348356,1.3523956548479064,1.7530876534475417,-0.2008077144791344,-0.4614649909191806,-0.0683027249722899,-0.0358213160877105,-0.908024056639169,-1.3979400086720375,-0.3019591473743455,-0.7695510786217261,-0.7692096973589567,1.5752913109218143,0.8666543599468324,1.056430500623554,0.9012135996046136,-0.8021532169155511,-0.7671082747740496,-0.6851453001418144,-0.6060036686597468,0.9097399835646318,-0.5510020903123669,0.7536294594970476,-0.8162039934236419,0.7729198120509095,-0.7785481557023304,1.040170661391138,-0.4807154788255364
104,GAI383-5,0.067627229295211,-0.4422003229596719,0.2657356210337285,1.5971705613088163,1.036384699720071,1.7907058185298037,-0.0346537788954249,-0.1920493931657459,-0.0239863523068161,-0.2490322603640614,-1.1217176465638454,-2.000000000000001,-0.5735697395206028,-1.154901959985743,-0.1167106173799685,0.8793866080180796,1.8376115845780887,1.1553420112726158,1.6335777409484502,-1.0740948028531183,-1.0117587778569694,-0.9013269487849151,-0.8538719643217605,0.645836990286923,-0.938026865940136,0.5122607630621926,-1.1051695494165168,0.5960101122854584,-1.059493765451272,0.8115271271184082,-0.9422180218659504
105,GAorg,-0.8540035897323224,-0.9288142047078636,-0.846872527304287,0.6110378556962663,0.7576146338334641,0.4892498989865153,-0.3328356034061255,0.0454683294429123,0.2616471221139863,0.0698129557194504,-1.6025138987635037,-1.698970004336019,-0.5150753479156364,-1.0,-1.0346133182943564,1.0624786540803113,0.4262185042226251,0.861381747391794,0.3808660922952633,-0.9982188854793252,-0.9518988947441628,-0.7519435673258162,-0.6647744923931841,0.9396345161184882,-0.8841031691435344,1.00837812048592,-0.9387972601228064,0.7571998162689728,-0.9798983377050388,0.6519013116693719,-0.9717282863420048
106,SNV19-31,-0.8164471031320377,-1.229892373183536,-0.5833044339221171,1.358849623708462,0.8124381404752442,1.539451914351369,0.1093637728707688,-0.1970302886098844,0.0826623489488019,0.1201777054811839,-0.9214151058207376,-1.5228787452803376,-0.4918484572576519,-0.8239087409443188,-0.9776407159501708,1.6419071446818478,0.7845779023639833,0.9869816092083296,1.2634197748061475,-0.95456984093592,-0.962137079983309,-0.6500039911359983,-0.5737553207851062,1.0943903747626276,-0.7144750818685551,1.08299015025552,-0.7952547926496256,1.085052754796501,-0.8260548567828021,1.2536181772363262,-0.6789650645050795
107,MDI1,0.1049903312531151,0.5618841082540474,0.4717248691432552,1.928786563149768,2.125349505658504,2.3813903330467783,-0.3588788473731163,-0.083349417516409,0.0724891218393643,0.3569053660793146,0.0795665634222002,-0.8860566476931632,-0.57438020196255,-0.744727494896694,-0.997587537730816,4.3453709249345485,3.651438858003577,2.878192478696868,4.021581686709486,-0.9416363846368524,-0.8498536278112874,-0.7921390379652374,-0.7053967901012769,1.02977552934105,-0.6698396116088914,0.7788523465502344,-0.9841830687044794,0.8565183997266205,-0.9044112034968532,1.1243512634512691,-0.6434054838633531
108,PTV12,0.7140474472204813,0.1589130581911414,0.7846861893001918,2.034137289680242,1.7613310915171647,1.961134971581355,0.2936557887205143,-2.2465366158342785,-0.9831582279006706,-0.1304722541300709,-0.0655429981730703,-0.744727494896694,-0.4464111071482187,-0.9208187539523752,-1.473064075698115,2.2014891548979296,1.790858408683646,1.8645197197303005,1.9808525030447024,-0.8805994724519088,-0.8037594422191877,-0.5865865685800367,-0.4570199297884761,1.8236869270450111,-0.6308212976572497,1.6370014986193455,-0.7374799632811909,1.6057904150755182,-0.8243081745932157,1.915482241753564,-0.6483083292869386
109,GAO383-1,-1.3387256944657502,-0.99088812477302,-1.0478795521052586,0.9512820504898616,0.8662638996516857,1.3049492538678171,-0.8283321018719761,0.0171725979243652,0.3055813713967451,0.1551997609162731,-0.836473855956287,-1.2218487496163564,-0.5150753479156364,-0.5686362358410127,-0.8807761135869654,1.496709419797736,1.2760601944305483,0.915103671816432,1.3563388438138528,-1.0787055674875785,-0.9970355210362616,-0.6911282365022249,-0.6065983211696817,0.9762773988996308,-0.9091486280419784,1.0329730715895695,-0.9300589361886205,0.6026328510865311,-1.0412850156312845,0.4222539144048821,-1.0445845684110266
110,MDO13,0.5743007178494016,0.8854252173406776,1.07582409082926,2.2234440518388228,2.3450150054000742,2.6316438833517344,-0.5154607198697867,0.0474658533789739,-0.0104825373345605,0.3002185226247711,-0.0408939575284813,-1.2218487496163564,-0.136492897381055,-1.0,-2.0,3.0797334849498084,3.803358147031587,3.9901798626700775,3.3733032988540588,-0.8272931294639115,-0.7529015136465007,-0.6352423756134642,-0.5565381142177442,0.8281190790999486,-0.7562064345180763,0.8419482232298687,-0.7825583786247594,0.8900783609257747,-0.8246747096930458,0.6846641478677155,-0.8385561137695304
111,MDI65,0.8753480834158109,0.8343797605677975,1.197181321189435,2.3715153204167176,2.3888398472787253,2.7150435320908697,-0.2469576137737369,0.1238241703824377,0.2808952478638654,-0.8383014691172113,0.0136557175581877,-1.5228787452803376,-0.2593870760956156,-0.5528419686577808,-0.959765599588702,4.392269608250292,3.3394799037332152,3.228113780563113,4.265003779475737,-0.8060372157022401,-0.7583239108208206,-0.7340235782650305,-0.6704814665245816,0.9784302670570544,-0.5821402465497234,0.7856039354861275,-0.9459268281318214,0.9058894721635016,-0.8012938674315637,1.0361904586466686,-0.5327120356294905
112,NNV75-3,-1.154423606306899,-0.9432668116823374,-0.6730119465321515,1.225608381358977,0.6153699968471635,1.4320285524951488,0.2177734433994385,-0.2730966168562422,-1.5389219465008108,-1.0154977939690404,-0.7785443568939872,-2.000000000000001,-0.0417034141659372,-0.619788758288394,-0.4314271992556975,1.4391031182232357,1.450182171014056,1.1078377159142965,1.4413115869389808,-0.998218885479326,-0.9374952854957166,-0.7265082767470362,-0.6263296941672337,1.1174220561792445,-0.6247935819256111,1.1525168586532348,-0.7661976181592941,0.981402480837295,-0.8365301889433094,1.1283651251836595,-0.6534138741119874
113,PTO266,-0.9602841795490084,-0.4845661375549553,-0.4701926050202294,1.4635438136555463,0.8727470934822598,1.5266710595568371,-0.2814134516310058,-0.2290523907444379,-0.9921262895324692,-0.193932319200295,-0.715258463074938,-1.0969100130080562,-1.7068361720298073,-1.6989700043360183,-1.4679652493706357,1.0517007350373002,1.394346149024369,1.203100517119497,1.3142336073273173,-0.8170228404674854,-0.7639012158274907,-0.6099335121023627,-0.4224173340714497,0.8766743281622085,-0.7263046731895965,0.8820777493255876,-0.7721525183812264,0.8727546012596334,-0.8173931494226769,0.8201523082319864,-0.8208165168057757
114,NNI19-3,-0.2226853496244084,-0.7355120771106498,-0.0481331855041052,1.481095514143789,0.9347105496721004,1.6599638293096892,0.153643692483832,-0.2480250135894157,0.032964966686382,-0.2703163046460554,-1.432477859922247,-1.301029995663981,-0.8170806239527718,-1.397940008672038,-0.3458806306020167,0.85077843607821,0.818779719452207,1.521531281308322,0.8506248225838322,-0.9540343359582026,-0.8948399115665231,-0.7624647815279841,-0.6920932017250013,1.013194511147686,-0.7064222469386418,1.007870752493042,-0.824337045035056,0.9969293158953392,-0.8064975695843107,1.1604652155749535,-0.6840009220837795
115,MTI258-13,-0.1838383252480927,-0.7025607558266779,0.0174115083992254,1.3350813443677318,0.77054613926961,1.5276615149092814,-0.5245272144219082,-1.1207613349520975,-0.4143050996796281,-1.217539963493955,-0.618869277910174,-0.9208187539523752,-0.5515617432503415,-1.0457574905606752,-1.749058559911855,0.0074398365707583,0.1853282609934751,0.1015933527002607,0.0116787595183055,-1.1143599988642914,-1.05918342778511,-1.0020906188445424,-0.9030899869919448,0.5563333272710127,-0.9163437017461116,-0.0426606372189584,-1.1521668229163209,0.5038698477233785,-1.0994788732555687,0.5649589759635358,-0.8877883462565228
116,MDV65,0.922117124436278,0.9201448132214236,1.2615740544348195,2.3901784117755134,2.42923575812464,2.7477352736195724,-0.8143806421476473,-1.229435505245795,0.0112956663622195,0.0697164304182975,-0.084656712789389,-0.9208187539523752,-1.1211889024743995,-0.6575773191777937,-1.7113216239589857,0.8781476056194162,4.104586022126558,4.401839190637551,3.7380600435139546,-1.2852569762843655,-1.2628945343883304,-0.6222493568360503,-0.5170699217501823,0.8690487178416404,-0.5901091409478179,0.8192961505110083,-0.7893508181515126,0.6077754591173862,-0.9986088648495476,0.9319980266420592,-0.5670924299524925
117,MDV63,0.7400529506456857,0.7774750000222914,1.0933516849505835,2.394814095331988,2.4361074687658406,2.7566420683625728,-0.5006259346477424,-0.312284403258699,-0.0363930434961759,-0.0238595049324134,0.1080133777345459,-2.0,-0.7795520924380588,-0.744727494896694,-2.0,4.786762938226675,4.262083626466191,3.574759924413338,3.985443305141404,-1.312483255054666,-1.233403824616921,-0.6527526995641489,-0.5489598347489253,0.8291958694007695,-0.6222837733005376,0.8373238734073427,-0.7957862340177901,0.6612344312629198,-1.0204276844969258,0.8884856328430635,-0.5915188165225693
118,PTO193,-0.3508647783905035,-0.5548316007926957,-0.3012993160855301,1.2203467662917318,0.9004578530983782,1.5397573790204702,-0.1691148962469247,-0.2756065786338351,0.2225625732244133,0.2808558529724555,-1.960161912675234,-1.2218487496163564,-1.0868167419082762,-1.154901959985743,-0.4043111023319153,2.3657916867319284,2.438911671052986,0.2149552111074325,2.416434881588496,-0.8254981095321129,-0.7473796831814005,-0.5816893437387045,-0.4559319556497248,0.9819129280593828,-0.7139887673657451,0.9491263804131054,-0.7684414250083171,0.9780886214044706,-0.8249236783332564,0.8734851069730316,-0.8061865844121017
119,PTO98,0.366417592074146,0.0484201683742983,0.4691757872119375,1.9276495862605,1.512183172451687,1.881733996286398,-0.2990653034624413,0.0839252410122963,-0.120498734389584,-1.0398661160628988,-0.35854806114685,-0.9208187539523752,-0.4382505106565477,-1.0457574905606752,-0.9179583068044976,1.587686358341059,1.6988890273881676,0.6492734739746661,1.668010370680247,-0.7727121522920488,-0.7488786876752014,-0.5382793966340146,-0.3539342655571976,0.968324887001744,-0.6858588012131122,0.965779089413455,-0.7086868197684588,0.8816703835995726,-0.7527241652545971,0.8188986853362097,-0.8205361570985129
120,MDV187,1.1039075430880931,0.9977966195340494,1.3709610084093766,2.610215579898127,2.6604363615843747,2.96487995281693,-0.2766536196052699,0.0820401720962,-0.3297722101269733,0.2008400170704624,-0.5659963370958739,-1.0969100130080562,-0.927752632120618,-0.721246399047171,-1.845383391343449,4.505586328980064,4.126320174402317,3.68488306826186,3.4830234418286024,-1.4697476568508612,-1.3883785246550762,-0.5932193331088765,-0.4730550373817522,1.129471349625027,-0.5594740659453117,1.1853114537379037,-0.7068860693370598,1.060163840000082,-0.958689969836698,1.2973035403513928,-0.5175271660847924
121,MDV73,1.1850504224070066,1.2654267244562654,1.5542380027885991,2.579972350312828,2.6095960033822214,2.928534819746919,-0.2923666434561398,-0.1151785604331208,0.1715919189677201,-0.189892187306271,-0.1071840114123575,-1.301029995663981,-0.6763998701890701,-0.638272163982407,-2.0,4.821589286013348,4.837108983911774,4.660397488842986,4.630798518207761,-1.337630335615443,-1.2730942388803,-0.5712339439342128,-0.4781161180072467,1.0136581670439813,-0.4886018663343131,0.8899116102210749,-0.6919868261970716,0.7533124677434877,-0.9190565772771006,1.0388641275626784,-0.4622756067985909
122,MDO15,0.2150158620410679,0.6708468277430141,0.7822623508215973,2.315541011997193,2.4086301706526614,2.705213144156609,-0.3179823059324922,0.0410936305633601,-0.1177765339749542,0.1217341421272668,-0.3010638634033937,-0.8860566476931632,-1.0917428896328167,-0.6575773191777937,-2.0,4.080086486806054,3.8530422142029113,3.5781219138022595,2.826064109904925,-0.8211412656046885,-0.7603748921150835,-0.5877245829407444,-0.5568033322302022,0.918054335578779,-0.7472920831162397,0.8946151034218132,-0.7861119942580077,0.8967077197914106,-0.8100801716058004,0.6403399887424355,-0.7981459357800366
123,PTI193,-0.6199522045026338,-0.8962728312922885,-0.3788924369530234,1.7197902315346565,1.2784289306876275,1.9379238148467008,0.0366134987593396,-0.3557233841125196,0.0304791151567038,-0.0098037778201688,-0.5833721978901527,-1.045757490560675,-0.3145081257583288,-0.721246399047171,-0.136541253716545,2.5766956828444423,2.4010739104593504,2.145116547754148,2.4683122701758573,-0.8431688284821226,-0.7923619443195216,-0.6640380638250544,-0.5961139971148575,0.9947240103315124,-0.6649414519760584,0.829353943856714,-0.8604608819097783,0.9127802005732736,-0.8480805546195138,1.0605804549522675,-0.597403056923379
124,Theory,0.28156837361677534,0.6185052875435955,0.7985452589486539,1.8041851929611368,2.1193762966586966,2.3101359700391666,-1.0,-1.0,-1.0,-1.0,-0.38727025747179433,-0.9208187539523752,-0.1768039093404569,-1.3010299956639813,-0.26211367674178443,1.1931245983544616,0.8129133566428556,0.8808135922807914,0.9777236052888477,-1.0,-1.0,-0.8239087409443187,-0.8239087409443187,1.255272505103306,-0.8860566476931632,1.255272505103306,-0.8860566476931632,1.255272505103306,-0.8860566476931632,1.255272505103306,-0.8860566476931632
125,DFT,-0.5975065227758241,-0.9407935771363644,-0.4794128248500807,1.5920758376384536,1.6130254593270894,1.9619971817880304,-1.0,-1.0,-1.0,-1.0,-0.38727025747179433,-0.9208187539523752,-0.1768039093404569,-1.3010299956639813,-1.4807851605655085,0.1508914645021118,0.6058661411567261,0.5314993539487759,0.4997605249933904,-0.9007892440797222,-0.8327396587906091,-0.7093841454096714,-0.6492497407285938,1.255272505103306,-0.8860566476931632,1.1760912590556811,-0.9208187539523748,1.1760912590556811,-0.9208187539523748,1.255272505103306,-0.8860566476931632
126,Alter,-0.5975065227758241,-0.9407935771363644,-0.4794128248500807,1.5920758376384536,1.6130254593270894,1.9619971817880304,-1.0,-1.0,-1.0,-1.0,-0.38727025747179433,-0.9208187539523752,-0.1768039093404569,-1.3010299956639813,-0.7899375054072284,1.7593153566813566,0.7401818274096947,1.2302485887840229,1.189921276293102,-0.9007892440797222,-0.8327396587906091,-0.7093841454096714,-0.6492497407285938,1.255272505103306,-0.8860566476931632,1.1760912590556811,-0.9208187539523748,1.1760912590556811,-0.9208187539523748,1.255272505103306,-0.8860566476931632
